Qtemplate,Param1Name,Parram1Val,Param2Name,Param2Val,Param3Name,Param3Val,Param4Name,Param4Val,Param4Name,Param4Val,Param4Name,Param4Val,Param4Name,Param4Val,Param4Name,Param4Val
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_rear_motor_1_vert,__SOURCECONN__,Prop_Connector,__DESTCOMP__,left_rear_prop_1_vert,__DESTCONN__,MOTOR_CONNECTOR_CS_IN,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_rear_motor_1_vert,__SOURCECONN__,MotorPower,__DESTCOMP__,777V_Bat_System,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_rear_motor_1_vert,__SOURCECONN__,Base_Connector,__DESTCOMP__,rear_left_cyl_1,__DESTCONN__,TOP_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_right_cyl_3,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,rear_right_cyl_4,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_right_cyl_3,__SOURCECONN__,FRONT_CONNECTOR,__DESTCOMP__,rear_right_cyl_2,__DESTCONN__,REAR_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_right_cyl_3,__SOURCECONN__,TOP_CONNECTOR,__DESTCOMP__,right_rear_motor_3_vert,__DESTCONN__,Base_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,fuselage,__SOURCECONN__,SEAT_2_CONNECTOR,__DESTCOMP__,Passenger2,__DESTCONN__,Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,fuselage,__SOURCECONN__,ORIENT,__DESTCOMP__,Orient,__DESTCONN__,ORIENTCONN,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,fuselage,__SOURCECONN__,LEFT_CONNECTOR,__DESTCOMP__,left_center_cyl_flip,__DESTCONN__,Flip_Connector_1,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,fuselage,__SOURCECONN__,BOTTOM_CONNECTOR,__DESTCOMP__,bot_naca_connector,__DESTCONN__,Bottom_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,fuselage,__SOURCECONN__,TOP_CONNECTOR,__DESTCOMP__,top_naca_connector,__DESTCONN__,Bottom_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,fuselage,__SOURCECONN__,SEAT_1_CONNECTOR,__DESTCOMP__,Passenger1,__DESTCONN__,Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,bot_naca_connector,__SOURCECONN__,End_Connector_2,__DESTCOMP__,right_bot_wing,__DESTCONN__,Connector_1,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,front_right_cyl_3,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,center_right_cyl,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,front_right_cyl_3,__SOURCECONN__,FRONT_CONNECTOR,__DESTCOMP__,front_right_cyl_2,__DESTCONN__,REAR_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_battery,__SOURCECONN__,Battery_Connector_1_out,__DESTCOMP__,right_bot_wing,__DESTCONN__,Battery_Connector_1,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_battery,__SOURCECONN__,PowerBus,__DESTCOMP__,777V_Bat_System,__DESTCONN__,BatteryPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_rear_prop_2_vert,__SOURCECONN__,MOTOR_CONNECTOR_CS_IN,__DESTCOMP__,right_rear_motor_2_vert,__DESTCONN__,Prop_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_front_prop_fwd,__SOURCECONN__,MOTOR_CONNECTOR_CS_IN,__DESTCOMP__,right_front_motor_fwd,__DESTCONN__,Prop_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_front_motor_fwd,__SOURCECONN__,MotorPower,__DESTCOMP__,777V_Bat_System,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_left_cyl_2,__SOURCECONN__,FRONT_CONNECTOR,__DESTCOMP__,rear_left_cyl_1,__DESTCONN__,REAR_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_left_cyl_2,__SOURCECONN__,TOP_CONNECTOR,__DESTCOMP__,left_rear_motor_2_vert,__DESTCONN__,Base_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_left_cyl_2,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,rear_left_cyl_3,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_rear_motor_2_vert,__SOURCECONN__,MotorPower,__DESTCOMP__,777V_Bat_System,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_rear_motor_2_vert,__SOURCECONN__,Prop_Connector,__DESTCOMP__,left_rear_prop_2_vert,__DESTCONN__,MOTOR_CONNECTOR_CS_IN,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,front_left_cyl_flip,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,front_left_cyl_1,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,777V_Bat_System,__SOURCECONN__,MotorPower,__DESTCOMP__,right_rear_motor_1_vert,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,777V_Bat_System,__SOURCECONN__,MotorPower,__DESTCOMP__,left_front_motor_2_vert,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,777V_Bat_System,__SOURCECONN__,MotorPower,__DESTCOMP__,right_rear_motor_2_vert,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,777V_Bat_System,__SOURCECONN__,MotorPower,__DESTCOMP__,right_rear_motor_3_vert,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,777V_Bat_System,__SOURCECONN__,MotorPower,__DESTCOMP__,right_front_motor_2_vert,__DESTCONN__,MotorPower,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,777V_Bat_System,__SOURCECONN__,BatteryPower,__DESTCOMP__,left_battery,__DESTCONN__,PowerBus,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_right_cyl_2,__SOURCECONN__,FRONT_CONNECTOR,__DESTCOMP__,rear_right_cyl_1,__DESTCONN__,REAR_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_right_cyl_2,__SOURCECONN__,TOP_CONNECTOR,__DESTCOMP__,right_rear_motor_2_vert,__DESTCONN__,Base_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,front_right_cyl_1,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,front_right_cyl_2,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_front_prop_2_vert,__SOURCECONN__,MOTOR_CONNECTOR_CS_IN,__DESTCOMP__,left_front_motor_2_vert,__DESTCONN__,Prop_Connector,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_rear_motor_3_vert,__SOURCECONN__,Prop_Connector,__DESTCOMP__,right_rear_prop_3_vert,__DESTCONN__,MOTOR_CONNECTOR_CS_IN,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_top_wing,__SOURCECONN__,Connector_2,__DESTCOMP__,top_naca_connector,__DESTCONN__,End_Connector_2,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_front_motor_2_vert,__SOURCECONN__,Base_Connector,__DESTCOMP__,front_right_cyl_2,__DESTCONN__,TOP_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_right_cyl_4,__SOURCECONN__,RIGHT_CONNECTOR,__DESTCOMP__,right_tail_wing,__DESTCONN__,Connector_2,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_rear_motor_1_vert,__SOURCECONN__,Base_Connector,__DESTCOMP__,rear_right_cyl_1,__DESTCONN__,TOP_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,right_rear_motor_1_vert,__SOURCECONN__,Prop_Connector,__DESTCOMP__,right_rear_prop_1_vert,__DESTCONN__,MOTOR_CONNECTOR_CS_IN,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_left_cyl_1,__SOURCECONN__,FRONT_CONNECTOR,__DESTCOMP__,center_left_cyl,__DESTCONN__,REAR_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,left_center_cyl_flip,__SOURCECONN__,Flip_Connector_2,__DESTCOMP__,center_left_cyl,__DESTCONN__,RIGHT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,rear_left_cyl_3,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,rear_left_cyl_4,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addConn,__SOURCEDESIGN__,Trowel,__SOURCECOMP__,center_right_cyl,__SOURCECONN__,REAR_CONNECTOR,__DESTCOMP__,rear_right_cyl_1,__DESTCONN__,FRONT_CONNECTOR,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_19,__PROPVAL__,315,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_4,__DESTPI__,FRONT_ANGLE,__SOURCEPROP__,Param_19,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_14,__PROPVAL__,4500,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_tail_wing,__DESTPI__,SPAN,__SOURCEPROP__,Param_14,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_bot_wing,__DESTPI__,SPAN,__SOURCEPROP__,Param_14,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_battery,__DESTPI__,SPAN,__SOURCEPROP__,Param_14,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,SPAN,__SOURCEPROP__,Param_14,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_tail_wing,__DESTPI__,SPAN,__SOURCEPROP__,Param_14,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_bot_wing,__DESTPI__,SPAN,__SOURCEPROP__,Param_14,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_8,__PROPVAL__,300,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,MIDDLE_LENGTH,__SOURCEPROP__,Param_8,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_18,__PROPVAL__,-210,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,SEAT_2_LR,__SOURCEPROP__,Param_18,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_0,__PROPVAL__,1650,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_3,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_1,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_left_cyl_1,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_right_cyl_1,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_left_cyl_2,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_2,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_1,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,rear_right_cyl_3,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_left_cyl_3,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_right_cyl_3,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_right_cyl_2,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,front_left_cyl_2,__DESTPI__,LENGTH,__SOURCEPROP__,Param_0,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_6,__PROPVAL__,1520,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,SPHERE_DIAMETER,__SOURCEPROP__,Param_6,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Mount_Side,__PROPVAL__,2,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,MOUNT_SIDE,__SOURCEPROP__,Mount_Side,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_15,__PROPVAL__,25,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_15,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_bot_wing,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_15,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,bot_naca_connector,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_15,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_bot_wing,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_15,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_battery,__DESTPI__,THICKNESS,__SOURCEPROP__,Param_15,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_5,__PROPVAL__,2000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,LENGTH,__SOURCEPROP__,Param_5,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,RearWingLoad,__PROPVAL__,1000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_tail_wing,__DESTPI__,LOAD,__SOURCEPROP__,RearWingLoad,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_tail_wing,__DESTPI__,LOAD,__SOURCEPROP__,RearWingLoad,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,FwdFacingCCW_Spin,__PROPVAL__,-1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_fwd,__DESTPI__,Direction,__SOURCEPROP__,FwdFacingCCW_Spin,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,NACA_2,__PROPVAL__,0025,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_bot_wing,__DESTPI__,NACA_Profile,__SOURCEPROP__,NACA_2,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_bot_wing,__DESTPI__,NACA_Profile,__SOURCEPROP__,NACA_2,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,voltage_request,__PROPVAL__,777,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_battery,__DESTPI__,VOLTAGE_REQUEST,__SOURCEPROP__,voltage_request,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,VOLTAGE_REQUEST,__SOURCEPROP__,voltage_request,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_12,__PROPVAL__,1000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_tail_wing,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_battery,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_battery,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_tail_wing,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_bot_wing,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_bot_wing,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_bot_wing,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_tail_wing,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,bot_naca_connector,__DESTPI__,CHORD,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_tail_wing,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_12,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_bot_wing,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_12,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,NACA_3,__PROPVAL__,0012,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_tail_wing,__DESTPI__,NACA_Profile,__SOURCEPROP__,NACA_3,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_tail_wing,__DESTPI__,NACA_Profile,__SOURCEPROP__,NACA_3,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_4,__PROPVAL__,150,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,bot_naca_connector,__DESTPI__,PORT_THICKNESS,__SOURCEPROP__,Param_4,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,top_naca_connector,__DESTPI__,PORT_THICKNESS,__SOURCEPROP__,Param_4,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,PORT_THICKNESS,__SOURCEPROP__,Param_4,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,MainWingLoad,__PROPVAL__,7000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_top_wing,__DESTPI__,LOAD,__SOURCEPROP__,MainWingLoad,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_top_wing,__DESTPI__,LOAD,__SOURCEPROP__,MainWingLoad,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_1,__PROPVAL__,2000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,center_left_cyl,__DESTPI__,LENGTH,__SOURCEPROP__,Param_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_top_wing,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_top_wing,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_top_wing,__DESTPI__,CHORD_1,__SOURCEPROP__,Param_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,top_naca_connector,__DESTPI__,CHORD,__SOURCEPROP__,Param_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_top_wing,__DESTPI__,CHORD_2,__SOURCEPROP__,Param_1,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,center_right_cyl,__DESTPI__,LENGTH,__SOURCEPROP__,Param_1,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,battery_percent,__PROPVAL__,100,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_battery,__DESTPI__,VOLUME_PERCENT,__SOURCEPROP__,battery_percent,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_battery,__DESTPI__,VOLUME_PERCENT,__SOURCEPROP__,battery_percent,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,UpFacingCCW_Spin,__PROPVAL__,-1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_rear_prop_1_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_2_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_1_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_rear_prop_3_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_rear_prop_2_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_3_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCCW_Spin,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_16,__PROPVAL__,790,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,SEAT_2_FB,__SOURCEPROP__,Param_16,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,fuselage,__DESTPI__,SEAT_1_FB,__SOURCEPROP__,Param_16,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,UpFacingCW_Spin,__PROPVAL__,1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_1_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_rear_prop_1_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_rear_prop_2_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_3_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_rear_prop_3_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCW_Spin,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_front_prop_2_vert,__DESTPI__,Direction,__SOURCEPROP__,UpFacingCW_Spin,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,BottomWingLoad,__PROPVAL__,2000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_bot_wing,__DESTPI__,LOAD,__SOURCEPROP__,BottomWingLoad,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_bot_wing,__DESTPI__,LOAD,__SOURCEPROP__,BottomWingLoad,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,Param_11,__PROPVAL__,10000,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_top_wing,__DESTPI__,SPAN,__SOURCEPROP__,Param_11,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_top_wing,__DESTPI__,SPAN,__SOURCEPROP__,Param_11,,,,,,,,
addNewPropx,__SOURCEDESIGN__,Trowel,__PROPNAME__,UpFacingCW_PropType,__PROPVAL__,1,,,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_rear_prop_2_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_rear_prop_3_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,left_front_prop_3_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCW_PropType,,,,,,,,
addPropConnl,__SOURCEDESIGN__,Trowel,__DESTCOMP__,right_rear_prop_1_vert,__DESTPI__,Prop_type,__SOURCEPROP__,UpFacingCW_PropType,,,,,,,,
